Vardas              Pavarde             Galutinis balas     
Vardas91286         Pavarde91286        6.08                
Vardas91287         Pavarde91287        6.24                
Vardas91289         Pavarde91289        6.04                
Vardas91292         Pavarde91292        6.56                
Vardas91294         Pavarde91294        6.8                 
Vardas91296         Pavarde91296        5.92                
Vardas91297         Pavarde91297        8.08                
Vardas91298         Pavarde91298        5.12                
Vardas91299         Pavarde91299        6.68                
Vardas913           Pavarde913          7.84                
Vardas91300         Pavarde91300        7.48                
Vardas91303         Pavarde91303        7.6                 
Vardas91304         Pavarde91304        5.32                
Vardas91305         Pavarde91305        5.64                
Vardas91307         Pavarde91307        6.56                
Vardas91308         Pavarde91308        6                   
Vardas91309         Pavarde91309        8.08                
Vardas9131          Pavarde9131         7.92                
Vardas91311         Pavarde91311        8.2                 
Vardas91312         Pavarde91312        5.32                
Vardas91316         Pavarde91316        5.16                
Vardas91318         Pavarde91318        5.28                
Vardas9132          Pavarde9132         6.44                
Vardas91320         Pavarde91320        7.64                
Vardas91321         Pavarde91321        5.4                 
Vardas91322         Pavarde91322        6.8                 
Vardas91324         Pavarde91324        8.16                
Vardas91329         Pavarde91329        6.8                 
Vardas91330         Pavarde91330        5.08                
Vardas91331         Pavarde91331        6.12                
Vardas91332         Pavarde91332        7.6                 
Vardas91333         Pavarde91333        5.64                
Vardas91334         Pavarde91334        5.32                
Vardas91335         Pavarde91335        5.44                
Vardas91336         Pavarde91336        5.64                
Vardas91337         Pavarde91337        6.72                
Vardas91338         Pavarde91338        5.24                
Vardas91339         Pavarde91339        5.76                
Vardas9134          Pavarde9134         7.76                
Vardas91340         Pavarde91340        7.44                
Vardas91341         Pavarde91341        6.04                
Vardas91343         Pavarde91343        5.96                
