Vardas              Pavarde             Galutinis balas     
Vardas81526         Pavarde81526        3.52                
Vardas81528         Pavarde81528        3.16                
Vardas81529         Pavarde81529        3.04                
Vardas8153          Pavarde8153         3.6                 
Vardas81532         Pavarde81532        1.96                
Vardas81533         Pavarde81533        3.92                
Vardas81535         Pavarde81535        2.76                
Vardas81536         Pavarde81536        4.08                
Vardas81542         Pavarde81542        3.04                
Vardas81543         Pavarde81543        4.08                
Vardas81544         Pavarde81544        3.44                
Vardas81545         Pavarde81545        2.8                 
Vardas81546         Pavarde81546        4.28                
Vardas81547         Pavarde81547        1.4                 
Vardas81548         Pavarde81548        4.04                
Vardas8155          Pavarde8155         2.08                
Vardas81551         Pavarde81551        3.36                
Vardas81553         Pavarde81553        3.48                
Vardas81554         Pavarde81554        3.52                
Vardas81555         Pavarde81555        3.44                
Vardas81557         Pavarde81557        2.08                
Vardas8156          Pavarde8156         3.28                
Vardas81560         Pavarde81560        3                   
Vardas81561         Pavarde81561        4.84                
Vardas81565         Pavarde81565        2.24                
Vardas81567         Pavarde81567        1.76                
Vardas8157          Pavarde8157         3.08                
Vardas81574         Pavarde81574        2.64                
Vardas81577         Pavarde81577        3.56                
Vardas8158          Pavarde8158         3.88                
Vardas81580         Pavarde81580        3.12                
Vardas81584         Pavarde81584        2.72                
Vardas81586         Pavarde81586        3.84                
Vardas81587         Pavarde81587        4.24                
Vardas81589         Pavarde81589        2.64                
Vardas8159          Pavarde8159         2.76                
Vardas81591         Pavarde81591        2.88                
Vardas81592         Pavarde81592        1.52                
Vardas81593         Pavarde81593        4.04                
Vardas81595         Pavarde81595        4.76                
Vardas81597         Pavarde81597        3.36                
Vardas81599         Pavarde81599        2.36                
